"Gene" "Weight_wo_mod" "M6ARatio" "M6AWeight" "Weight_w_M6A"
"ADPRS" 532828.2 0 0 532828.2
"ADRA1A" 1211283 0 0 1211283
"ADRA1B" 806898.4 1 0 806898.4
"ADRA1D" 946492.4 0 0 946492.4
"ADRA2A" 1245485.8 0 0 1245485.8
"ADRA2B" 1189265.2 0 0 1189265.2
"ADRA2C" 692699.4 0.845175474 0 692699.4
"ADRB1" 976665.8 0 0 976665.8
"ADRB2" 646159.6 0.80071712 0 646159.6
"ADRB3" 828222 0 0 828222
"ADRM1" 494415 0.081924803 0 494415
"ADSL" 1593396 0.063687603 0 1593396
"ADSS1" 832889 0 0 832889
"ADSS2" 820949 0 0 820949
"ADTRP" 620909.6 0 0 620909.6
"AEBP1" 1322704.4 0.667609895 24.054 1322728.454
"AEBP2" 1874766 0.429534672 12.027 1874778.027
"AEN" 1623274.8 0.318816547 24.054 1623298.854
"AFAP1" 2478309.8 0.439004607 72.162 2478381.962
"AFAP1-AS1" 2184229.6 0 0 2184229.6
"AFAP1L1" 1940575.8 0.123250609 24.054 1940599.854
"AFAP1L2" 1285300 0 0 1285300
"AFDN" 2577837 0 60.135 2577897.135
"AFDN-DT" 1318723 0 0 1318723
"AFF1" 3089254 0.451841049 84.189 3089338.189
"AFF2" 4407702.6 0 0 4407702.6
"AFF2-IT1" 143289.6 0 0 143289.6
"AFF3" 3232385 0 0 3232385
"AFF4" 3060960.2 0.353148299 96.216 3061056.416
"AFF4-DT" 127746 0 0 127746
"AFF4P1" 286429.8 0 0 286429.8
"AFG1L" 1622365.6 0 0 1622365.6
"AFG2A" 2608845.2 0 0 2608845.2
"AFG2B" 825076.2 0 0 825076.2
"AFG3L1P" 1111382.4 0 0 1111382.4
"AFG3L2" 1123820.4 0.452829113 24.054 1123844.454
"AFG3L2P1" 569417.6 0 0 569417.6
"AFM" 642049.4 0 0 642049.4
"AFMID" 546566 0.209450108 24.054 546590.054
"AFP" 779815.2 0 0 779815.2
"AFTPH" 1500957.8 0.671350047 0 1500957.8
"AFTPH-DT" 616741.8 0 0 616741.8
"AGA" 653984.4 0.070048879 24.054 654008.454
"AGA-DT" 753263.4 0 0 753263.4
"AGAP1" 3504766.8 0.40148305 36.081 3504802.881
"AGAP1-IT1" 224326.2 0 0 224326.2
"AGAP10P" 779007.6 0 0 779007.6
"AGAP11" 560505 0 0 560505
"AGAP12P" 759513.8 0 0 759513.8
"AGAP13P" 664072.2 0 0 664072.2
"AGAP14P" 663635 0 0 663635
"AGAP2" 1750500 0.551943161 12.027 1750512.027
"AGAP2-AS1" 482939 0 0 482939
"AGAP3" 1207374.2 0.592064264 24.054 1207398.254
"AGAP4" 816763 0 0 816763
"AGAP5" 876278.8 0 0 876278.8
"AGAP6" 955071.4 0 36.081 955107.481
"AGAP7P" 664317.4 0 0 664317.4
"AGAP9" 769118.4 0 12.027 769130.427
"AGBL1" 3962250 0 0 3962250
"AGBL1-AS1" 526243.4 0 0 526243.4
"AGBL2" 1151530.2 0 0 1151530.2
"AGBL3" 1135878.6 0 0 1135878.6
"AGBL4" 1262014.6 0 0 1262014.6
"AGBL4-AS1" 182276.2 0 0 182276.2
"AGBL4-IT1" 165987.8 0 0 165987.8
"AGBL5" 1048181.2 0.145354602 12.027 1048193.227
"AGBL5-AS1" 130788.4 0 0 130788.4
"AGBL5-IT1" 107802.8 0 0 107802.8
"AGER" 514270.4 0 0 514270.4
"AGFG1" 2778467.4 0.059683888 12.027 2778479.427
"AGFG2" 1549515.8 0.056544708 0 1549515.8
"AGGF1" 1445277 0.280650463 36.081 1445313.081
"AGGF1P1" 669925.6 0 0 669925.6
"AGGF1P10" 707708.2 0 0 707708.2
"AGGF1P2" 680347.2 0 0 680347.2
"AGGF1P3" 392323.6 0 0 392323.6
"AGGF1P4" 259326.2 0 0 259326.2
"AGGF1P5" 297257.8 0 0 297257.8
"AGGF1P6" 315267.2 0 0 315267.2
"AGGF1P7" 294857.6 0 0 294857.6
"AGGF1P8" 323399 0 0 323399
"AGGF1P9" 294817.6 0 0 294817.6
"AGK" 1243811.8 0.189837411 12.027 1243823.827
"AGK-DT" 464841.8 0 0 464841.8
"AGKP1" 406864.6 0 0 406864.6
"AGKP2" 406990.4 0 0 406990.4
"AGL" 2390600.2 0.094261474 0 2390600.2
"AGMAT" 995603 0 0 995603
"AGMO" 792483.2 0 0 792483.2
"AGO1" 4407336.4 0.142560858 48.108 4407384.508
"AGO1" 4407336.4 0.142560858 48.108 4407384.508
"AGO2" 4680232 0.344614246 12.027 4680244.027
"AGO3" 6307517 0.149472159 12.027 6307529.027
"AGO4" 2338243.4 0 0 2338243.4
"AGPAT1" 803035.2 0 0 803035.2
"AGPAT2" 499017.2 0.203170984 24.054 499041.254
"AGPAT3" 2110101 0 0 2110101
"AGPAT4" 2547295.6 0.599070555 0 2547295.6
"AGPAT5" 1679860.4 0 0 1679860.4
"AGPAT5P1" 327847.8 0 0 327847.8
"AGPS" 3531667.8 0.129547226 12.027 3531679.827
"AGR2" 545291.4 0 0 545291.4
"AGR3" 237080.6 0 0 237080.6
"AGRN" 2411034.4 0.298073866 24.054 2411058.454
"AGRP" 160999.6 0 0 160999.6
"AGT" 2771106.8 0 0 2771106.8
"AGTPBP1" 1438977.6 0.426865357 12.027 1438989.627
"AGTR1" 756559.8 0 0 756559.8
"AGTR2" 915645.4 0 0 915645.4
"AGTRAP" 362785 0.158739296 0 362785
"AGXT" 931288 0 0 931288
"AGXT2" 713627.8 0 0 713627.8
"AHCTF1" 2859375.4 0.600328068 60.135 2859435.535
"AHCTF1P1" 2195263.2 0 0 2195263.2
"AHCY" 763005.2 0.078728498 0 763005.2
"AHCYL1" 1388368.6 0.079391154 12.027 1388380.627
"AHCYL2" 1619281.8 0 0 1619281.8
"AHCYP2" 419527 0 0 419527
"AHCYP3" 412408.8 0 0 412408.8
"AHCYP4" 424506 0 0 424506
"AHCYP5" 399239.6 0 0 399239.6
"AHCYP7" 421630.6 0 0 421630.6
"AHCYP8" 67509.8 0 0 67509.8
"AHDC1" 2070620.6 0 0 2070620.6
"AHI1" 2823127.8 0.396462166 12.027 2823139.827
"AHI1-DT" 1354079.2 0 0 1354079.2
"AHNAK" 6066823.2 0.751325289 72.162 6066895.362
"AHNAK2" 5928371 0.891853103 12.027 5928383.027
"AHNAK2" 5928735 0.891853103 12.027 5928747.027
"AHR" 2230484.6 0 0 2230484.6
"AHRR" 1823049.2 0.571625259 0 1823049.2
"AHSA1" 432286.4 0.439189573 36.081 432322.481
"AHSA2P" 2113247.8 0 0 2113247.8
"AHSG" 506316.8 0 0 506316.8
"AHSP" 156903.6 0 0 156903.6
"AICDA" 968092.6 0 0 968092.6
"AIDA" 1299852 0 0 1299852
"AIDAP1" 295697.4 0 0 295697.4
"AIDAP2" 1000068 0 0 1000068
"AIDAP3" 320770.4 0 0 320770.4
"AIF1" 380213 0 0 380213
"AIF1L" 1130849 0.072305814 12.027 1130861.027
"AIFM1" 1648278.4 0.181157101 12.027 1648290.427
"AIFM1P1" 595403.2 0 0 595403.2
"AIFM2" 1047317.4 0.432740632 24.054 1047341.454
"AIFM3" 920101 0 0 920101
"AIG1" 1164870.2 0.173307988 0 1164870.2
"AIG1P1" 47541.6 0 0 47541.6
"AIM2" 1270381 0 0 1270381
"AIMP1" 1762972.4 0.15675114 12.027 1762984.427
"AIMP1P1" 303174.4 0 0 303174.4
"AIMP1P2" 100792.4 0 0 100792.4
"AIMP2" 385437.6 0.257731374 12.027 385449.627
"AIP" 618230.8 0.097520129 0 618230.8
"AIPL1" 954365.8 0 0 954365.8
"AIRE" 1384685.2 0 0 1384685.2
"AIRIM" 867932.2 0 0 867932.2
"AIRN" 1408897.8 0 0 1408897.8
"AJAP1" 3886684.4 0 0 3886684.4
"AJM1" 1492864.4 0 0 1492864.4
"AJUBA" 1341621.6 0.496202089 36.081 1341657.681
"AJUBA-DT" 330701.2 0 0 330701.2
"AK1" 706785.4 0.46994001 0 706785.4
"AK2" 2466721.4 0.258874441 12.027 2466733.427
"AK2P2" 131079 0 0 131079
"AK3" 1353977.8 0.151402104 0 1353977.8
"AK3P2" 138090.8 0 0 138090.8
"AK3P3" 213480.8 0 0 213480.8
"AK3P4" 187296.6 0 0 187296.6
"AK3P5" 166834.8 0 0 166834.8
"AK3P6" 216237.4 0 0 216237.4
"AK3P7" 89985.8 0 0 89985.8
"AK4" 2242968.6 0.092444321 24.054 2242992.654
"AK4P1" 216468.4 0 0 216468.4
"AK4P2" 215702 0 0 215702
"AK4P3" 617858.6 0 0 617858.6
"AK4P4" 207609.2 0 0 207609.2
"AK4P5" 204334.8 0 0 204334.8
"AK4P6" 170154.6 0 0 170154.6
"AK5" 1264344.8 0.13034323 0 1264344.8
"AK6" 522317.2 0 0 522317.2
"AK6P1" 154274.6 0 0 154274.6
"AK6P2" 152202.2 0 0 152202.2
"AK7" 1057414.6 0 0 1057414.6
"AK8" 794955 0 0 794955
"AK9" 2038459.4 0 0 2038459.4
"AKAIN1" 985385 0 0 985385
"AKAP1" 1380692 0.709501291 48.108 1380740.108
"AKAP1-DT" 420580 0 0 420580
"AKAP10" 1303995.6 0.348744692 36.081 1304031.681
"AKAP11" 3180708 0.4734404 24.054 3180732.054
"AKAP12" 2735569.2 0.738272333 24.054 2735593.254
"AKAP13" 4294435.4 0.708069492 24.054 4294459.454
"AKAP13-AS1" 211998 0 0 211998
"AKAP14" 296127.2 0 0 296127.2
"AKAP17A" 1047115.4 0 0 1047115.4
"AKAP17A" 1047115.4 0 0 1047115.4
"AKAP17BP" 879120.8 0 0 879120.8
"AKAP3" 1074193.8 0 0 1074193.8
"AKAP4" 924802.2 0 0 924802.2
"AKAP5" 2084374.4 0.620509394 0 2084374.4
"AKAP6" 4809500.8 0 0 4809500.8
"AKAP7" 1012920 0 0 1012920
"AKAP8" 1388288.2 0.666453954 24.054 1388312.254
"AKAP8L" 1567976.6 0.435694669 24.054 1568000.654
"AKAP8P1" 436154.8 0 0 436154.8
"AKAP9" 4497793 0.624150585 0 4497793
"AKIP1" 458711.2 0.294872816 12.027 458723.227
"AKIRIN1" 863448.6 0.135911605 0 863448.6
"AKIRIN1P1" 174839.8 0 0 174839.8
"AKIRIN1P2" 183231 0 0 183231
"AKIRIN2" 608386.6 0.178100387 12.027 608398.627
"AKIRIN2P1" 113796.4 0 0 113796.4
"AKNA" 2396944.8 0.517913544 36.081 2396980.881
"AKNAD1" 981905 0 0 981905
"AKR1A1" 585684.6 0.086603762 0 585684.6
"AKR1B1" 621630 0.104044942 12.027 621642.027
"AKR1B10" 521652.8 0 0 521652.8
"AKR1B10P1" 303889.4 0 0 303889.4
"AKR1B10P2" 298873.4 0 0 298873.4
"AKR1B15" 638518.8 0 0 638518.8
"AKR1B1P1" 308294.2 0 0 308294.2
"AKR1B1P2" 300965.8 0 0 300965.8
"AKR1B1P3" 190262.6 0 0 190262.6
"AKR1B1P4" 296881.4 0 0 296881.4
"AKR1B1P5" 301299.8 0 0 301299.8
"AKR1B1P6" 270386.8 0 0 270386.8
"AKR1B1P7" 306832.4 0 0 306832.4
"AKR1B1P8" 301393.2 0 0 301393.2
"AKR1C1" 2102436.6 0 0 2102436.6
"AKR1C2" 1032420 0 0 1032420
"AKR1C3" 451808 0 0 451808
"AKR1C4" 455436.8 0 0 455436.8
"AKR1C5P" 196319.8 0 0 196319.8
"AKR1C6P" 316877.6 0 0 316877.6
"AKR1C7P" 288597 0 0 288597
"AKR1C8" 702116.4 0 0 702116.4
"AKR1D1" 863665.8 0 0 863665.8
"AKR1D1P1" 301322.2 0 0 301322.2
"AKR1E2" 532735 0 0 532735
"AKR7A2" 437826 0.030512632 0 437826
"AKR7A2P1" 294879 0 0 294879
"AKR7A2P2" 309488.8 0 0 309488.8
"AKR7A3" 391453 0 0 391453
"AKR7L" 640375.8 0 0 640375.8
"AKT1" 2708027.2 0.238039509 0 2708027.2
"AKT1S1" 1172455 0.435230302 12.027 1172467.027
"AKT2" 1690599 0.279433594 12.027 1690611.027
"AKT3" 2549860 0 0 2549860
"AKT3-IT1" 166559.4 0 0 166559.4
"AKTIP" 765327.8 0.402531759 24.054 765351.854
"AKTIPP1" 284151.8 0 0 284151.8
"AKTIPP2" 281844.4 0 0 281844.4
"AKTIPP3" 178331 0 0 178331
"ALAD" 1046496.4 0.313460044 0 1046496.4
"ALAS1" 781862 0.09867833 12.027 781874.027
"ALAS2" 623236 0 0 623236
"ALB" 734548 0 0 734548
"ALCAM" 1511560.2 0.328118379 36.081 1511596.281
"ALDH16A1" 1287232 0.241413507 12.027 1287244.027
"ALDH18A1" 1079339.4 0.19405899 24.054 1079363.454
"ALDH1A1" 675114.2 0 0 675114.2
"ALDH1A2" 1189554 0 0 1189554
"ALDH1A2-AS1" 282371.8 0 0 282371.8
"ALDH1A3" 1117006.8 0 0 1117006.8
"ALDH1A3-AS1" 1385581.4 0 0 1385581.4
"ALDH1B1" 975098.6 0.778542269 12.027 975110.627
"ALDH1L1" 1485742.8 0.19769005 12.027 1485754.827
"ALDH1L1-AS1" 140936.4 0 0 140936.4
"ALDH1L1-AS2" 764367.4 0 0 764367.4
"ALDH1L2" 2630966.6 0.229643377 0 2630966.6
"ALDH2" 3080041.2 0.070456958 0 3080041.2
"ALDH3A1" 690878.8 0 0 690878.8
"ALDH3A2" 1635336.8 0.293387173 36.081 1635372.881
"ALDH3B1" 1893300.8 0.522459082 24.054 1893324.854
"ALDH3B2" 852086 0 0 852086
"ALDH4A1" 1010588.8 0.117834314 12.027 1010600.827
"ALDH5A1" 1649392.2 0.243520166 12.027 1649404.227
"ALDH6A1" 1749783.4 0.199779298 12.027 1749795.427
"ALDH7A1" 1532810 0.253437363 12.027 1532822.027
"ALDH7A1P1" 495966.6 0 0 495966.6
"ALDH7A1P2" 200593.2 0 0 200593.2
"ALDH7A1P3" 111444 0 0 111444
"ALDH7A1P4" 57917.6 0 0 57917.6
"ALDH8A1" 816657.8 0 0 816657.8
"ALDH9A1" 770324 0.041683888 12.027 770336.027
"ALDOA" 815409.8 0.026810981 0 815409.8
"ALDOAP1" 347317.6 0 0 347317.6
"ALDOAP2" 346649.2 0 0 346649.2
"ALDOB" 778341 0 0 778341
"ALDOC" 554188.4 0.141674374 12.027 554200.427
"ALG1" 1914599.4 0.265334992 0 1914599.4
"ALG10" 930906.6 0.352437628 0 930906.6
"ALG10B" 3214384 0.232408032 0 3214384
"ALG11" 3454064.6 0.80915872 0 3454064.6
"ALG12" 1708442 0.315867888 36.081 1708478.081
"ALG13" 1319461.6 0.216406269 0 1319461.6
"ALG13-AS1" 62515 0 0 62515
"ALG14" 3004693 0 0 3004693
"ALG14-AS1" 351436.2 0 0 351436.2
"ALG1L10P" 138710 0 0 138710
"ALG1L11P" 145026 0 0 145026
"ALG1L12P" 139873.8 0 0 139873.8
"ALG1L13P" 188052.8 0 0 188052.8
"ALG1L14P" 140044.8 0 0 140044.8
"ALG1L15P" 255857.8 0 0 255857.8
"ALG1L1P" 287142.6 0 0 287142.6
"ALG1L2" 322343.6 0 0 322343.6
"ALG1L3P" 246537 0 0 246537
"ALG1L5P" 248521.2 0 0 248521.2
"ALG1L6P" 244237.6 0 0 244237.6
"ALG1L7P" 247435.6 0 0 247435.6
"ALG1L8P" 244932 0 0 244932
"ALG1L9P" 176895.8 0 0 176895.8
"ALG2" 951094.2 0.582746652 0 951094.2
"ALG3" 543421.4 0.08446064 12.027 543433.427
"ALG3P1" 355431.8 0 0 355431.8
"ALG5" 2014135.2 0.060758425 12.027 2014147.227
"ALG6" 1064193 0.149085587 0 1064193
"ALG8" 930433.8 0.047193816 12.027 930445.827
"ALG9" 1972696.6 0 0 1972696.6
"ALG9-IT1" 219300.8 0 0 219300.8
"ALK" 2013492 0 0 2013492
"ALKAL1" 365435 0 0 365435
"ALKAL2" 381751.8 0 0 381751.8
"ALKBH1" 832571.4 0.550263872 24.054 832595.454
"ALKBH2" 380999 0.558437085 12.027 381011.027
"ALKBH3" 501931.4 0.128445198 12.027 501943.427
"ALKBH3-AS1" 656566.4 0 0 656566.4
"ALKBH4" 675472.4 0.791411079 12.027 675484.427
"ALKBH5" 1015884.8 0.164760788 12.027 1015896.827
"ALKBH6" 1069431.2 0.30743044 12.027 1069443.227
"ALKBH7" 312687 0.087296402 12.027 312699.027
"ALKBH8" 1310226.4 0.623780239 24.054 1310250.454
"ALLC" 601882.8 0 0 601882.8
"ALMS1" 4127304.8 0.72810622 12.027 4127316.827
"ALMS1-IT1" 675117 0 0 675117
"ALMS1P1" 298301.2 0 0 298301.2
"ALMS1P1" 1231520 0 0 1231520
"ALOX12" 769487.4 0 0 769487.4
"ALOX12-AS1" 833382.8 0 0 833382.8
"ALOX12B" 807451 0 0 807451
"ALOX12P1" 394283.8 0 0 394283.8
"ALOX12P2" 626476 0 0 626476
"ALOX15" 867101.4 0 0 867101.4
"ALOX15B" 946325.8 0 0 946325.8
"ALOX15P1" 317259.8 0 0 317259.8
"ALOX15P2" 610349.4 0 0 610349.4
"ALOX5" 810543.8 0 0 810543.8
"ALOX5AP" 392210.8 0 0 392210.8
"ALOXE3" 1078856.4 0 0 1078856.4
"ALOXE3P1" 418085 0 0 418085
"ALPG" 802037.4 0 0 802037.4
"ALPI" 1044896.2 0 0 1044896.2
"ALPK1" 1812281.6 0 0 1812281.6
"ALPK2" 2397049.4 0.775673279 24.054 2397073.454
"ALPK3" 3300861.6 0 0 3300861.6
"ALPL" 814869.2 0.182944854 0 814869.2
"ALPP" 886756.8 0 0 886756.8
"ALS2" 2976243.2 0.633888879 48.108 2976291.308
"ALS2CL" 2123062.6 0.768975376 0 2123062.6
"ALX1" 428708.4 0 0 428708.4
"ALX3" 628226 0 0 628226
"ALX4" 1844074.4 0 0 1844074.4
"ALYREF" 355201.4 0.030487668 12.027 355213.427
"AMACR" 1321525.6 0.575082744 12.027 1321537.627
"AMBN" 642332 0 0 642332
"AMBP" 437975.2 0 0 437975.2
"AMBRA1" 1722149.2 0.724058122 60.135 1722209.335
"AMD1" 2111114.8 0.08620929 36.081 2111150.881
"AMD1P1" 296399.4 0 0 296399.4
"AMD1P2" 318808.4 0 0 318808.4
"AMD1P2" 318808.4 0 0 318808.4
"AMD1P3" 319564.8 0 0 319564.8
"AMD1P4" 431432 0 0 431432
"AMDHD1" 716335.2 0 0 716335.2
"AMDHD2" 1057382.6 0.309380003 12.027 1057394.627
"AMELX" 266927 0 0 266927
"AMELY" 296623.2 0 0 296623.2
"AMER1" 2703838.4 0.609423385 48.108 2703886.508
"AMER2" 3406645 0 0 3406645
"AMER3" 2001463.2 0 0 2001463.2
"AMFR" 1159100.4 0.047411673 24.054 1159124.454
"AMH" 583049.8 0 0 583049.8
"AMHR2" 694356.4 0 0 694356.4
"AMIGO1" 1649533 0.688884188 0 1649533
"AMIGO2" 1209676.6 0.685448719 0 1209676.6
"AMIGO3" 918177.2 0 0 918177.2
"AMMECR1" 1738225.8 0.080329118 0 1738225.8
"AMMECR1-IT1" 179677.2 0 0 179677.2
"AMMECR1L" 1569098.8 0.756655446 48.108 1569146.908
"AMMECR1LP1" 270240.2 0 0 270240.2
"AMN" 893469.4 0 0 893469.4
"AMN1" 624623.4 0 0 624623.4
"AMOT" 2445284.6 0.279665538 24.054 2445308.654
"AMOTL1" 2888756 0.505733214 48.108 2888804.108
"AMOTL2" 1568341.6 0.727857027 24.054 1568365.654
"AMPD1" 767575.4 0 0 767575.4
"AMPD2" 1485184 0.112465627 0 1485184
"AMPD3" 1344733.8 0 0 1344733.8
"AMPH" 1037896.8 0.521662873 12.027 1037908.827
"AMT" 1464619.8 0 0 1464619.8
"AMTN" 323675.8 0 0 323675.8
"AMY1A" 575120 0 0 575120
"AMY1B" 575516.4 0 0 575516.4
"AMY1C" 588741.6 0 0 588741.6
"AMY2A" 510367.8 0 0 510367.8
"AMY2B" 1514928.2 0 0 1514928.2
"AMYP1" 329610.6 0 0 329610.6
"AMZ1" 2776074 0 0 2776074
"AMZ2" 852212 0 12.027 852224.027
"AMZ2P1" 273429 0 0 273429
"AMZ2P1" 1102256 0 0 1102256
"AMZ2P2" 339920.4 0 0 339920.4
"AMZ2P3" 175954.6 0 0 175954.6
"ANAPC1" 2492392.4 0.182049906 60.135 2492452.535
"ANAPC10" 537122.8 0.092635918 0 537122.8
"ANAPC10P1" 178999.2 0 0 178999.2
"ANAPC11" 687657.2 0.055403005 0 687657.2
"ANAPC13" 591451 0.133723762 36.081 591487.081
"ANAPC15" 474405.2 0.111833255 12.027 474417.227
"ANAPC15P1" 128470 0 0 128470
"ANAPC15P2" 111903.8 0 0 111903.8
"ANAPC16" 1146773.4 0.09917685 0 1146773.4
"ANAPC1P1" 688524 0 0 688524
"ANAPC1P2" 428057.2 0 0 428057.2
"ANAPC1P3" 100812.4 0 0 100812.4
"ANAPC1P4" 664800 0 0 664800
"ANAPC1P5" 192548.2 0 0 192548.2
"ANAPC1P6" 266295.2 0 0 266295.2
"ANAPC2" 857915 0.369290458 24.054 857939.054
"ANAPC4" 1220482.4 0.24799632 24.054 1220506.454
"ANAPC5" 1975577.8 0.109249552 0 1975577.8
"ANAPC7" 973609.6 0.621563624 24.054 973633.654
"ANG" 393232.4 0.395003363 0 393232.4
"ANGEL1" 1697345.4 0.338627943 36.081 1697381.481
"ANGEL2" 1504136 0.247925106 12.027 1504148.027
"ANGPT1" 1399215.6 0 0 1399215.6
"ANGPT2" 1740013.2 0 0 1740013.2
"ANGPT4" 1506368.4 0 0 1506368.4
"ANGPTL1" 1137883.6 0 0 1137883.6
"ANGPTL2" 1106770.6 0 0 1106770.6
"ANGPTL3" 938194.2 0 0 938194.2
"ANGPTL4" 604433.4 0 0 604433.4
"ANGPTL5" 760433.6 0 0 760433.6
"ANGPTL6" 576021 0 0 576021
"ANGPTL7" 717305.8 0 0 717305.8
"ANGPTL8" 396491.6 0 0 396491.6
"ANHX" 682442.6 0 0 682442.6
"ANK1" 2727952.4 0 0 2727952.4
"ANK2" 4927626.6 0.474639295 0 4927626.6
"ANK2-AS1" 550986.6 0 0 550986.6
"ANK3" 5475261.8 0 0 5475261.8
"ANK3-DT" 138992.8 0 0 138992.8
"ANKAR" 1452428.2 0 0 1452428.2
"ANKDD1A" 1080845.2 0 0 1080845.2
"ANKDD1B" 829259 0 0 829259
"ANKEF1" 1744905.8 0 0 1744905.8
"ANKFN1" 2986809.8 0 0 2986809.8
"ANKFY1" 2413269.2 0.559237968 36.081 2413305.281
"ANKH" 2635396.4 0.433544667 36.081 2635432.481
"ANKH-DT" 124237.4 0 0 124237.4
"ANKHD1" 2637015 0.570308221 36.081 2637051.081
"ANKHD1-DT" 316070 0 0 316070
"ANKHD1-EIF4EBP3" 2653528.2 0 0 2653528.2
"ANKIB1" 2038269 0.500293031 36.081 2038305.081
"ANKK1" 823393.6 0 0 823393.6
"ANKLE1" 1038557.6 0 0 1038557.6
"ANKLE2" 3503447 0.546721132 24.054 3503471.054
"ANKMY1" 1486543 0 0 1486543
"ANKMY2" 837502.8 0.293540044 0 837502.8
"ANKRA2" 693868.2 0.228854916 0 693868.2
"ANKRD1" 577879 0.164780825 36.081 577915.081
"ANKRD10" 801632 0.577015898 12.027 801644.027
"ANKRD10-IT1" 255430 0 0 255430
"ANKRD11" 3010396.2 0.813902772 48.108 3010444.308
"ANKRD11P1" 2212987.6 0 0 2212987.6
"ANKRD11P2" 318654.6 0 0 318654.6
"ANKRD12" 3633719.8 0.68555117 0 3633719.8
"ANKRD13A" 1363314.2 0.152020622 12.027 1363326.227
"ANKRD13B" 1143205 0.619623478 24.054 1143229.054
"ANKRD13C" 1816794.6 0.210746516 24.054 1816818.654
"ANKRD13C-DT" 351322 0 0 351322
"ANKRD13D" 888430.6 0.313223842 12.027 888442.627
"ANKRD13D" 888430.6 0.313223842 12.027 888442.627
"ANKRD16" 882562.8 0.320836767 0 882562.8
"ANKRD17" 3468716.4 0.499310014 108.243 3468824.643
"ANKRD17-DT" 220794 0 0 220794
"ANKRD18A" 1282561.2 0 0 1282561.2
"ANKRD18B" 1343267 0 0 1343267
"ANKRD18CP" 963782 0 0 963782
"ANKRD18DP" 639129 0 0 639129
"ANKRD18DP" 935526.4 0 0 935526.4
"ANKRD18EP" 851195.4 0 0 851195.4
"ANKRD18FP" 229363.8 0 0 229363.8
"ANKRD19P" 277809.4 0 0 277809.4
"ANKRD2" 469756.8 0 0 469756.8
"ANKRD20A1" 1287448.4 0 0 1287448.4
"ANKRD20A10P" 489078 0 0 489078
"ANKRD20A11P" 1200982.4 0 0 1200982.4
"ANKRD20A17P" 430793 0 0 430793
"ANKRD20A18P" 158997.4 0 0 158997.4
"ANKRD20A19P" 95142 0 0 95142
"ANKRD20A21P" 1159522.6 0 0 1159522.6
"ANKRD20A2P" 1355073.8 0 0 1355073.8
"ANKRD20A3P" 1367545 0 0 1367545
"ANKRD20A4P" 1354956.8 0 0 1354956.8
"ANKRD20A5P" 1149146.2 0 0 1149146.2
"ANKRD20A6P" 66504.8 0 0 66504.8
"ANKRD20A7P" 1377286.2 0 0 1377286.2
"ANKRD20A8P" 1192569.2 0 0 1192569.2
"ANKRD20A9P" 962654.6 0 0 962654.6
"ANKRD22" 1237662.6 0 0 1237662.6
"ANKRD23" 833959.8 0 0 833959.8
"ANKRD24" 1306662.2 0 0 1306662.2
"ANKRD26" 2185635 0.53716566 0 2185635
"ANKRD26P1" 312382.2 0 0 312382.2
"ANKRD26P2" 553554 0 0 553554
"ANKRD26P3" 1203701.8 0 0 1203701.8
"ANKRD26P4" 306702 0 0 306702
"ANKRD27" 1426698.4 0.474724752 36.081 1426734.481
"ANKRD28" 2486470.8 0 0 2486470.8
"ANKRD29" 1153245.4 0.72485109 0 1153245.4
"ANKRD30A" 1622409.2 0 0 1622409.2
"ANKRD30B" 1723207 0 0 1723207
"ANKRD30BL" 1043263.6 0 0 1043263.6
"ANKRD30BP1" 706448.2 0 0 706448.2
"ANKRD30BP2" 521167 0 0 521167
"ANKRD30BP3" 346483 0 0 346483
"ANKRD31" 1999601.4 0 0 1999601.4
"ANKRD33" 1067660.8 0 0 1067660.8
"ANKRD33B" 3084679.2 0.87213529 84.189 3084763.389
"ANKRD33B-AS1" 168071.4 0 0 168071.4
"ANKRD33BP1" 463170.4 0 0 463170.4
"ANKRD33BP10" 473299.8 0 0 473299.8
"ANKRD33BP2" 1197217.4 0 0 1197217.4
"ANKRD33BP3" 468470.8 0 0 468470.8
"ANKRD33BP5" 491382.2 0 0 491382.2
"ANKRD33BP6" 511174.4 0 0 511174.4
"ANKRD33BP7" 471743.8 0 0 471743.8
"ANKRD33BP8" 381654.6 0 0 381654.6
"ANKRD33BP9" 542591.4 0 0 542591.4
"ANKRD34A" 1159662.4 0 0 1159662.4
"ANKRD34B" 1197044 0 0 1197044
"ANKRD34C" 1767136.2 0 0 1767136.2
"ANKRD34C-AS1" 1665734 0 0 1665734
"ANKRD35" 1090698.8 0 0 1090698.8
"ANKRD36" 2460305.6 0 0 2460305.6
"ANKRD36B" 1902398.6 0.334561368 0 1902398.6
"ANKRD36BP1" 574990.8 0 0 574990.8
"ANKRD36BP2" 402738 0 0 402738
"ANKRD36C" 2422315.2 0.478369164 0 2422315.2
"ANKRD36P1" 211944.8 0 0 211944.8
"ANKRD37" 463562.8 0.081043492 0 463562.8
"ANKRD39" 1602753 0.272357564 12.027 1602765.027
"ANKRD39P1" 137509.2 0 0 137509.2
"ANKRD40" 1338284.2 0.600670263 36.081 1338320.281
"ANKRD40CL" 887606.6 0 0 887606.6
"ANKRD42" 1303975.2 0.666067269 12.027 1303987.227
"ANKRD42-DT" 809480 0 0 809480
"ANKRD44" 2318274.6 0.226668821 0 2318274.6
"ANKRD44-AS1" 168635.4 0 0 168635.4
