"Weight" "Gene"
213670.8 "PAGE1"
754370.4 "PITX1"
1148424 "TRPC7"
3435435.4 "MAST4"
1850418.2 "ADGRF5"
3564859.8 "SDK2"
1082980.4 "ADAM7"
1673550.6 "NUP133"
2053065.8 "NUCKS1"
2175030.2 "VPS35"
967979.6 "DNAJA2"
601020.4 "BCL3"
1925229.8 "KCNAB2"
2834728.8 "ABCC9"
240370.8 "GAL"
1695883.4 "CLEC2D"
344262.8 "FUNDC1"
827713 "MAOB"
3468996.4 "RORA"
449363.8 "DRD4"
2071217 "TGFBR3"
204491.2 "PLA2G10"
1375658.4 "HES2"
626568.2 "ATP1B3"
2322091 "NEDD4"
619792.4 "PIGB"
1760465.8 "MAPK6"
2867813.8 "GNB5"
1494851.2 "RAB27A"
1161698.8 "HDHD5"
1622725.6 "UFD1"
3294958.4 "LRP6"
1241027.6 "GUCY2C"
170220.2 "SCT"
1792543.8 "PHRF1"
3229560 "ELP1"
1045256.4 "NUCB2"
744961 "PFN2"
2815297 "PTPN3"
3290091.4 "SPTB"
950022 "DAPP1"
1964684.6 "FGF10"
3359037.4 "SLC44A1"
1367611.8 "TMEM260"
1925987.8 "SMG6"
3359047.2 "EXOC5"
1777604.6 "CLTCL1"
555625.4 "FGF22"
806450.2 "FSTL3"
1549369.8 "DGCR2"
672639.4 "RNF126"
1581445 "MNT"
1496646.8 "ZXDC"
1777957.4 "JMJD6"
432310.2 "POLB"
855252.4 "ST6GALNAC1"
613942.6 "WIPI1"
1759042 "FRMPD1"
1210700.4 "GBA2"
2575818.2 "NDST1"
766242 "ASNS"
1179494.8 "AP3M2"
1827017.4 "CNGB1"
611011.8 "ST6GALNAC2"
1704125.2 "CHAT"
1101062.8 "PABPC1"
987272.2 "TESK2"
516823 "CFAP20"
2367090.4 "CSNK2A2"
2072741.6 "PTPN21"
619537.6 "EIF2B3"
1557809.6 "CAMK2A"
1693093 "TCOF1"
3367572.6 "CDC42"
2166407.8 "OSBPL3"
1615302.8 "EPHA8"
1790912.4 "SLC12A3"
1879662.4 "RAD18"
2317321.8 "ATP2B1"
1835987.8 "TRPM5"
860594.2 "NCK2"
2567472 "MAP4K4"
2704689.4 "MGAT4A"
752607.6 "RPL31"
1519613.2 "WDR1"
2185988.4 "SNX13"
374348.4 "MS4A12"
2630262.6 "ARHGAP10"
1927212.4 "RPS6KA2"
1204570.8 "ING3"
2081247.8 "VASH1"
2656863.8 "LMCD1"
388170.2 "BUD23"
2541541.8 "SEL1L"
781430.2 "TRIP13"
1452550 "ATP6AP1"
1523398 "TCF3"
1395719.8 "TRIB2"
1267559.6 "DAZAP1"
1828083.6 "MBD3"
85292.8 "PRLH"
1711157 "HLTF"
477165 "FAM50A"
1278431 "FAM3A"
1444289 "CPSF1"
1997058.6 "MYO3B"
1356946 "CYBRD1"
2021227.4 "CDH19"
1077961 "PDCD2"
2063142.4 "SLC6A15"
1297861 "RDH11"
1283369.2 "PRKACA"
2526072.6 "ADGRL1"
328177.2 "SPP2"
1750421.2 "ACTN1"
3126889.8 "ZFYVE26"
2715667 "RPS6KA6"
1557073.2 "EPN2"
1164521.2 "PTPN18"
1547430.4 "LIMS2"
1078458 "ASIC4"
3480261.4 "SPEG"
1277560.6 "LNX1"
1635336.8 "ALDH3A2"
2205535.4 "TFRC"
1575680.2 "SREBF1"
3895164.6 "TRPC5"
3060960.2 "AFF4"
838913.6 "UBE2D1"
1757677.6 "PALS1"
1419704.2 "RHOBTB1"
3204503 "SMC1A"
855516.6 "HSD17B10"
1701556.6 "MARK2"
971335.2 "HMMR"
3618544.6 "CHFR"
3542648.4 "TRHDE"
1461264.6 "P4HA2"
1507147 "FCGR2B"
2029283.6 "NFATC3"
2030007.6 "NFATC3"
2415466.6 "TRNT1"
760543.4 "ACADVL"
1900784.4 "STK10"
1457537.8 "FBXW11"
1573881.6 "ACAP1"
1022829.8 "CRMP1"
2072859.4 "EVC"
1332622.4 "DERL2"
1544096.6 "SIDT1"
1880615.2 "NDE1"
1980363 "IRAG1"
846474.2 "TMEM38A"
4138206.8 "AP1M1"
2078490.2 "PVR"
662014.4 "XRCC1"
1778744.4 "SCARB1"
759183.2 "CYP2W1"
1107763.8 "MCM2"
1277709.4 "MOV10L1"
984109.4 "PANX2"
737232.6 "SELENOO"
1584084.8 "TP63"
1812281.6 "ALPK1"
1145997.6 "LLGL2"
1495675.8 "PDE8A"
2172073.8 "CLCN4"
1699215.2 "NLE1"
965578.2 "SDHA"
2721148.2 "SMARCE1"
434599.4 "FNDC8"
1501919 "GSDMB"
3443007.2 "KDM5A"
1487031.8 "ADAM11"
2163916.6 "PPP2R3A"
1922074.2 "FERMT2"
2234867.8 "ABCB11"
918064.6 "DHRS9"
709202.8 "CD5L"
1508504.8 "PTGS2"
1379313.6 "IGF2BP2"
3163867.4 "MAP3K13"
1568854.6 "ST6GAL1"
832270.6 "TBX21"
273624.6 "VDAC1P1"
4181206.4 "FRY"
1326692.8 "PICALM"
1384230.2 "NSF"
2296237.2 "GLI2"
2615777.2 "CLASP1"
336068 "MRPS34"
2791400 "NOTCH3"
957414.4 "CLNS1A"
1465566.6 "PPP2R2C"
783744 "TEAD2"
886619.4 "EED"
1452120.8 "CDHR2"
453408.4 "SNCB"
676703.2 "TSG101"
4100583.4 "NCBP3"
1554808.2 "ATP2A3"
1959331.6 "CA12"
1373766.2 "MGLL"
1165807.2 "NTN4"
650158 "BCS1L"
1849015.8 "NUAK1"
2789340.8 "DPP8"
1856297.4 "SLC24A1"
2148582.2 "ZNF532"
1104479.6 "SCARF1"
1547427.8 "LMAN1"
1036927.6 "HACD3"
2195529.4 "IPCEF1"
3692301.2 "ZZEF1"
635907 "NOX3"
820262.6 "ENO1"
2766463.4 "SLC12A1"
319973 "MYDGF"
1490982.6 "ANO8"
1154165 "TUBE1"
1493269 "ARHGEF10L"
934988.6 "TXK"
1637016.4 "WSCD2"
3000471.2 "KCNQ2"
871182 "TACR2"
657153 "ACTR6"
555785.6 "TIPIN"
631866.4 "SRI"
2520309.4 "EIF4G3"
758768.4 "NUP37"
2602924.6 "SEMA3A"
960095.6 "GTSE1"
1564073.8 "SEMA3C"
825184.2 "TTC38"
727706.6 "ACAT1"
1451867 "GRAMD4"
3812992.8 "CELSR1"
688566.8 "WNT8B"
2199529.2 "ZNF638"
1297798.2 "SLC25A40"
991456.8 "TIMM21"
2988773 "ADD2"
1016455 "FGF4"
4634721.6 "RASAL2"
898637.2 "VPS9D1"
2817928.6 "ZNF37A"
2064408.6 "MARK3"
1956596.4 "SLC25A3"
2574361.2 "FNDC3B"
2158309.6 "FOSL2"
3395250.2 "CACNG5"
1150492.6 "CACNG4"
3756235.4 "FRYL"
2402690.2 "TMEM131"
896289.8 "FSCN1"
821388.8 "ACTB"
1983510.4 "MOCOS"
1932783 "PLD1"
1415182.2 "ATP12A"
1921874.6 "WDR62"
1914491.4 "DLG1"
1020848.4 "RAB7A"
934363.2 "BCAP29"
1634559.4 "SEC31B"
1341689.8 "SART3"
953090.6 "ARHGAP15"
490298 "TUBA3D"
1358406.2 "PAX2"
527251.4 "EXOSC7"
1318353.2 "KIFAP3"
1669123.2 "MKRN2"
1208079.6 "MCM6"
348859.6 "REXO2"
2149861 "RBM7"
2717501.6 "RBMS2"
2872361.6 "BAZ2A"
1682348.4 "PTPN23"
908657.4 "MLH1"
920735.6 "UNG"
738406.6 "FMO4"
1098405.8 "KLHL20"
1383942.8 "RGS11"
2090454.4 "SLC46A1"
3702073.6 "PLXNA2"
1221298.2 "SPAG5"
1363314.2 "ANKRD13A"
1391904.8 "TPD52"
3018185.6 "ACACB"
931354.8 "TRAF4"
3446813.8 "PAG1"
1030019.2 "GPATCH1"
805200.2 "ICAM3"
1579639.4 "NT5C2"
1568766 "MCAM"
1590881.8 "GPC4"
3939571.4 "MBNL3"
1347053.8 "CAMSAP3"
1382896.8 "RAP1GAP"
1468773 "XAB2"
1143717 "ARHGEF1"
907540.4 "STXBP2"
1105858 "MAP2K7"
373803 "NMRK2"
2032455.6 "DGKD"
1899383.8 "CTTNBP2"
491367.8 "ACTL6B"
1570782.4 "RARB"
2522877.6 "TOP2B"
2004649 "TM9SF3"
1101295.2 "NFKB2"
550340.8 "UBE2T"
4958872.2 "PPP1R12B"
6747091.2 "DNAJC10"
2287716 "GTF3C1"
1167908.8 "IL4R"
1447425.4 "USP33"
2967307.8 "PAK3"
1133637.4 "CAPN6"
3012439.2 "DCX"
409618.4 "SNRPA"
891197 "SPAG6"
731866.4 "EXOSC5"
1397533.8 "DYNC1I2"
847353.6 "APBB1IP"
1532937.8 "LRCH4"
1261699.4 "FAM76B"
515864 "SIRT6"
661597.4 "TYR"
1218652.6 "POLD3"
3305050.4 "ACTN2"
1984797 "CAPZB"
650199.6 "GPR137B"
1114077.2 "NAALAD2"
1834879 "JADE1"
865351.8 "SLC25A43"
846056.6 "UBE2A"
1998946.2 "FGFR1"
1046255 "FKBP6"
1368140.6 "SMC1B"
934811.8 "FBLN1"
2105900.4 "ITGA8"
285854.2 "CST7"
3223470.4 "MAP2"
3602329.6 "PIAS2"
1037896.8 "AMPH"
763436.6 "ARAF"
925770.8 "MCCC1"
1023326.2 "LAMP3"
866529.2 "FAP"
2868363 "NEBL"
2348994.6 "ACER3"
1653413.6 "UBE2K"
3024269 "PIK3C3"
3230688.6 "N4BP2"
2632194.8 "TIGAR"
989539 "TULP3"
2382133.4 "SYNJ2"
3184818.6 "ADCY2"
1486778 "PPP2R5C"
173314.4 "PMS2P1"
1569230.8 "RBFOX1"
1119879.8 "GNB1"
663351.8 "HOXA9"
653629 "EDN1"
1821298.2 "MLLT10"
765274.8 "ZCWPW1"
2160149.6 "ADCYAP1R1"
591136 "FGF20"
1126478.4 "P2RY10"
543360.6 "ITM2A"
1256406 "NRDC"
456433.6 "VDAC3"
2788267.4 "PCM1"
3346156.2 "TNRC6C"
2506931.6 "CBFA2T2"
1021522.2 "BRINP1"
2163736.6 "ITCH"
749446.6 "PKD2L2"
1320915.4 "TP53INP2"
1133578.2 "SDF4"
2127005.2 "MYH7B"
572642.6 "BPIFB2"
1670978.4 "TP73"
1180676.2 "TOLLIP"
1277521.4 "UBE2D4"
788278.8 "CLUL1"
2421190 "RUNX1T1"
1177834 "CDH17"
901141.2 "THOC1"
1428703 "FKBP7"
3416506.4 "OSBPL6"
2203980.6 "SLC1A3"
1209833.2 "XRCC5"
345050.2 "LXN"
1049231.8 "SP140"
1096260.6 "MKNK1"
3432107 "TNS1"
1485917.8 "REXO1"
1923631.2 "SAR1A"
1358220.2 "CDC14A"
2029901 "RAPGEF3"
1118921.2 "CEACAM1"
1591132.4 "SENP1"
572701.6 "DUSP13B"
2670030.8 "CIC"
1213802.6 "LIPE"
855538 "FDFT1"
353253.6 "PAFAH1B3"
2433128.8 "OPHN1"
642049.4 "AFM"
1507034.6 "KIF22"
472525.6 "SCGN"
1764695 "CARMIL1"
855038.4 "PGM1"
1738782.6 "DDX1"
1812675.2 "DNM2"
1437882.2 "EPB41L2"
2570976.8 "RIMS1"
958534.8 "MOXD1"
5078903 "STX7"
833781.4 "RABL2B"
855425.6 "KEAP1"
784712 "DDX43"
1266634.6 "PTPRH"
1629273.8 "DCT"
1869692 "SLC35C2"
3468097.8 "CRYBG3"
5210785.8 "EPHA6"
730663 "SCTR"
2983485.4 "RFX3"
4820688.6 "RIF1"
4993270.6 "RAB21"
2473858.2 "SLC4A4"
2267637.2 "SMARCA2"
552054.8 "RDH8"
1820625.8 "SESN1"
2351089.6 "MID2"
605026.4 "DNAAF6"
2007756.4 "COL5A3"
3820650 "SRCAP"
707229.4 "PUM3"
1787145 "CPB2"
966717 "CHRNA3"
1229801.4 "KCNN2"
1487983.4 "CNOT4"
3645558.4 "PSEN1"
872339.8 "CPOX"
901181.6 "CLDND1"
1224447.8 "MOK"
1132703 "HSP90AA1"
1826936.2 "RBL1"
1625996.6 "DLGAP4"
5525260.8 "IGSF9B"
479771.6 "CFHR2"
663695.8 "CROCCP3"
686869.2 "NDC80"
2165615.6 "AP4E1"
2123529.2 "RSBN1"
2213526.8 "MAGI3"
357940 "CXCL2"
779815.2 "AFP"
3215102.8 "COL4A4"
1715474 "TCF7"
1610219.8 "OSTM1"
3894696.2 "CDH7"
2679227.4 "IMPG2"
733701 "PCNP"
1639373.4 "EXD2"
613613.2 "ARG2"
2335487.2 "MEF2C"
2310789 "PTPRC"
2029248.4 "CACNA1S"
1754203.4 "PKP1"
1508204.4 "UBA5"
1690234.6 "STK17B"
1799649.4 "CDC14B"
2090889.4 "ZNF510"
5037444.4 "LRP2"
1328321 "ZNF506"
1207752.8 "JMJD4"
428700 "DUSP12"
2145580.2 "AACS"
1575123.4 "DELE1"
1216310.6 "SLC13A1"
1948597 "CADPS2"
1220691.2 "PCDHB4"
1735717 "PCDHA6"
1546698.6 "PCDHGA2"
288373.8 "IFT25"
2026367.8 "PHLPP1"
1981152.2 "ATP8B1"
1745140.6 "IL12RB2"
776371 "SMARCD3"
1836149.2 "WDR70"
1552762.8 "FYB1"
784098.2 "MPP4"
711419.4 "STRADB"
2086066.2 "BZW1"
4177672.4 "PGR"
1211954.6 "C1QTNF3"
2894203.2 "ME2"
1143826.4 "C5orf22"
2218244 "CCNT2"
1993993 "FAM135A"
2809476 "COL19A1"
2239233.4 "EPB41L3"
3004611.4 "COBLL1"
1972012.4 "DLG3"
1245360 "KCNK2"
1675267.4 "SERTAD4"
1591846.6 "TRAF5"
1018505.6 "MRPL22"
1739002.8 "GEMIN5"
1588642.8 "OPRK1"
1588642.8 "OPRK1"
1561506.8 "NFE2L1"
1586778.6 "SEMA5B"
2482097.6 "GSK3B"
1430728 "ITGB5"
2998326.6 "ERC1"
2865238 "XPO1"
280671.6 "LINC01587"
919698.2 "RNF13"
3955695 "TRPM3"
1663033.4 "PALB2"
2568176 "DOP1A"
1719425.4 "LYRM2"
1175664.6 "BCKDHB"
2976929.8 "KAT6A"
1845756.8 "TUT7"
2936751.8 "ULK2"
1684185.4 "GRHL2"
3536316 "TNPO1"
958442.2 "PLOD1"
685127.2 "P2RX5"
1224675.6 "ITGAE"
3396688.2 "DIS3"
992590 "PIBF1"
1093655.6 "TDRD3"
1116484 "NUFIP1"
2401418.4 "PDS5B"
1060473.8 "OXCT1"
660106.2 "RRAGB"
475284.4 "EPYC"
2745295 "CYLD"
1616314.4 "SLC27A5"
1821585.6 "ZNF324"
937645.6 "ZNF671"
818764 "ZNF416"
864348 "ZNF586"
1262943.4 "ZNF446"
3891698.6 "ZNF264"
561024.4 "RPS5"
4753962.2 "FAT1"
2004918.6 "YTHDC1"
1913695.8 "CHMP2B"
934390 "SMAP2"
1487735.2 "PPIE"
1076096.4 "ZMPSTE24"
1085394.4 "STARD7"
714336.6 "NOA1"
2370509.2 "REST"
1251756.4 "HAL"
4186974.8 "SSH1"
539404.2 "GSTP1"
1206344.4 "APLP2"
1510519.2 "FAM234B"
2467318.4 "SLCO1A2"
1468416.2 "WBP11"
1019495.2 "EIF3I"
936920.4 "NKAIN1"
1755730.6 "COL16A1"
1614117.4 "TXLNA"
4534511.2 "APOB"
2378764 "NCOA1"
1048181.2 "AGBL5"
2407242.2 "EFR3B"
1758970.4 "KIF3C"
1141053.2 "RAB10"
705432.8 "GCKR"
995872.4 "HADHA"
607025 "MAPRE3"
2345407.2 "CAD"
2481730.8 "CD59"
714851.4 "CD82"
2396202 "BCORL1"
3597405 "ATRX"
522317.2 "AK6"
2437746.6 "FCN1"
1591790.8 "MYNN"
1843011.4 "MECOM"
1967379.6 "SCAMP1"
2328780 "PREP"
1703480.6 "HACE1"
1669239.2 "SEH1L"
1362212 "WDR47"
1479556.4 "WDFY1"
705340.2 "OVGP1"
1361701.8 "SLC25A24"
1773350 "MAP3K4"
408318.2 "PILRA"
1353552 "IGSF9"
1675893 "ABCB1"
1892540.8 "ZNF213"
621630 "AKR1B1"
1555502.4 "CPNE3"
1190905.2 "RRN3"
1057153.4 "CTTN"
612662 "WNT11"
819843.2 "MTIF2"
1503610.4 "DDHD2"
2031523.4 "TTC39A"
1718764.4 "EPS15"
1004667.2 "ORC1"
573430 "MGST2"
1313158.8 "CHERP"
1354162.6 "ATG16L1"
1833426 "USP40"
1950033 "POMGNT1"
1000587.8 "RAD54L"
1848643.4 "MAST2"
747673.8 "DNAJA1"
1337692.2 "B4GALT1"
628542.4 "CHMP5"
1480064.8 "NFX1"
1653050.8 "AQP6"
1126875.4 "DIMT1"
1402298 "IPO11"
1322555 "FOLH1"
1416809.2 "EIF2AK1"
744338.6 "NME8"
808410 "EPDR1"
1345631 "SNX10"
1050475 "SEPHS1"
722560.8 "MRPL28"
170236.6 "HBQ1"
1091569.2 "ITPKC"
831570.8 "CEACAM6"
4729557 "FAT2"
738221.8 "RBM22"
815325.8 "TMED2"
2501912.6 "ERO1B"
834960.8 "ZFAND6"
2547326 "HSD17B2"
1403692.4 "TXLNG"
1030964.8 "PPEF1"
793272.6 "LAT2"
4758483.2 "HUWE1"
924222.6 "ZW10"
1972696.6 "ALG9"
1166307.8 "MYBPC2"
1367770.8 "NOX4"
923315.4 "ACOX3"
2539703.8 "MTMR2"
1048861.4 "PPP1R15A"
339069 "HSD17B14"
565158 "TRIP6"
948603.2 "ACHE"
279426.2 "FTL"
967406 "SRRT"
435434.6 "BAX"
1130744.2 "NLK"
1424298 "PIGS"
2184005.6 "ADAMTS2"
682035.4 "TMPRSS11E"
1273896.2 "ATXN7L3"
985129.4 "PGS1"
834325.2 "PSMC5"
831871.8 "UIMC1"
569762.2 "CETP"
1129663.8 "MMP2"
497724 "MT3"
1700656.6 "LPCAT2"
1945093.2 "GNAO1"
1471599.4 "OGFOD1"
2954701.2 "SH3BP2"
1149489.2 "NOP14"
1668719.8 "ADD1"
1958608 "L2HGDH"
1462898.4 "TXNDC16"
2249916.4 "RTRAF"
1565700 "NID2"
1336149.2 "GMCL1"
1258163.4 "SF3B2"
2083373 "KLHL42"
2346064.6 "GNAS"
1933939.6 "DNM1L"
605422.2 "PTHLH"
881514.2 "PHACTR3"
1614488.6 "ERGIC2"
919685.4 "TFAP2C"
723589.6 "AURKA"
1347229 "CASS4"
496119.8 "PIR"
234858.2 "AAMDC"
1273402.8 "RFX2"
1863697.8 "METTL2A"
464394.4 "SULT2B1"
1064193 "ALG6"
1457427.4 "CNOT3"
728399.6 "GP6"
3553843 "PTPN4"
1813594.8 "DDX18"
1374684.2 "KHSRP"
1351417 "GNA11"
1305634.2 "ASAP3"
606356.8 "EDEM2"
1406243.8 "DNMT3B"
534452 "REM1"
1162410 "TPX2"
1936881.6 "FER1L4"
632118.4 "PDRG1"
2710037.6 "EPB41L1"
1002409.8 "SLC15A1"
3797077.2 "DOCK9"
801632 "ANKRD10"
577632.4 "TGDS"
2916881.8 "DOCK3"
857616.4 "C3orf18"
587652.4 "COQ9"
652017 "TMEM40"
1074556.4 "KIF9"
1878152.6 "ARHGAP28"
1261347 "CRLS1"
170234 "DEFB127"
1771911 "PPP1R13B"
2780963.2 "ATRN"
749496.4 "SMOX"
2234829 "SIGLEC1"
1143319.8 "FKBP1A"
1218910.8 "NSFL1C"
1037189.8 "SLC4A11"
2221649.4 "DNAAF9"
1186074 "ZNF343"
1134968.2 "EBF4"
766336.2 "CPXM1"
3771941.2 "MAVS"
1696438.4 "LZTS3"
982821.6 "F11"
1096989.6 "XRN2"
1238785.2 "KIZ"
444841.2 "DYNLL1"
340943.4 "TESC"
1261555.2 "SNX5"
646666.6 "RPL6"
556748.4 "SIRPG"
3559476.6 "MAPKAPK5"
1642961.6 "P2RX7"
1041310.2 "ESF1"
1232144.6 "RBBP9"
1975577.8 "ANAPC5"
2231930.4 "SLC23A2"
1129062 "SLC8B1"
555462 "TMEM230"
1203365.8 "DZANK1"
2152077.2 "KDM2B"
1314525.6 "CFAP61"
883937.8 "LHX5"
754934.4 "TASP1"
2415525.2 "OAS1"
2797912.2 "GCN1"
832140.2 "RPLP0"
1752881.4 "PXN"
391902.4 "SIRT4"
1663288.6 "RPH3A"
1906842.8 "KIF16B"
973704 "TRMT6"
799440.4 "CHGB"
461492.2 "PEBP1"
1226479 "TBX5"
1286578.2 "BRAP"
548581.6 "ERP29"
3949643.6 "NOS1"
1587938 "FUS"
599689.4 "IGBP1"
505805 "FXYD5"
1233197.8 "ZNF302"
909277 "GRAMD1A"
470653.4 "FXYD3"
2174338.2 "HEPH"
966968.8 "CDIP1"
343316 "CMTM1"
1215615.6 "KCNH4"
1255528.2 "GANAB"
1137817.6 "GMIP"
2259489 "RBM41"
871748.2 "BIRC5"
828446.4 "LAG3"
499851 "MLF2"
1256244.2 "OTUB2"
1793797.6 "DDX24"
1796694.6 "DDX24"
3321685 "ZBTB25"
1655586.2 "NECAP1"
1090592.4 "ARHGAP4"
1306662.2 "ANKRD24"
980336 "DHX32"
1845531.2 "RCOR1"
4502711.2 "GPATCH2L"
1619619.4 "LTBP4"
449925.4 "BLVRB"
1515987.4 "SLC9A1"
1582007 "SPTLC1"
1449101 "PAPOLA"
1807175.4 "CCNK"
836572.8 "PCBP4"
851064.6 "RGS1"
622555.2 "YPEL3"
1355171 "MRPS33"
534717.2 "NDUFB2"
580799.4 "NUDC"
1731563.2 "MAEA"
954523.4 "ICAM1"
1169749.6 "STRN4"
2670091.6 "IRAK3"
478192 "LYZ"
1930526.4 "SI"
781716.6 "MUL1"
2089575.2 "TFAP4"
909691.6 "PDCD7"
660942.8 "SPG21"
551691.2 "FETUB"
1820600.8 "DNAJB11"
1118623.4 "P3H2"
700158.2 "THPO"
1521055.8 "CHRD"
416958.2 "FLT3LG"
1551635.2 "RAB11FIP3"
1262727.2 "GNPTG"
4310900 "ZNF268"
3042911.2 "GOLGA3"
2356775.2 "PABPC4"
1370870.8 "CD209"
772680.2 "CERS4"
723780.6 "MCOLN1"
1425748.8 "USP48"
1065061.6 "EFNB1"
2743240.8 "PDPR"
1935231.8 "AARS1"
2986941.4 "GLG1"
1417685.6 "KIF4A"
2732051.2 "TNRC6A"
2580781.6 "PLEKHG2"
749231.4 "DLL3"
436336 "NAT14"
2294244.8 "PITPNM2"
1156412.4 "EXOC1"
2100895.4 "RBM27"
827613 "POU4F3"
2322462.8 "OSBPL8"
890345.8 "DTX2"
1099233.2 "NLRC4"
1133795 "PUS7"
1884867.2 "LAMB4"
2154647.2 "NRCAM"
2172353.4 "LAMB1"
1522015.4 "SLC26A4"
924592.4 "SLC26A3"
1136669.4 "DLD"
2342399 "WDR7"
2196563 "TXNL1"
1842969.8 "IL5RA"
1674271.6 "ABCC6"
1059810.4 "CMTM6"
1870693.2 "ITGA6"
1383424.2 "RAPGEF4"
2307195.8 "MAP3K20"
284823 "SMPX"
1642568.4 "FH"
1461445.6 "SEL1L3"
6481481.2 "TF"
1164839.2 "CDV3"
3801166.2 "MYO15A"
1015884.8 "ALKBH5"
377086.8 "APOH"
2493046.4 "NLRP1"
2301912.8 "PITPNM3"
539741.6 "SPAG7"
588353.6 "ORC6"
4491006.4 "ZFHX4"
1177404 "SLC17A6"
618886.2 "CPA1"
695066.8 "ZC3HC1"
2075913.2 "ESR1"
2540603.4 "RGS17"
1740013.2 "ANGPT2"
589824 "TMEM101"
682598.8 "CD200"
3950237.2 "CCDC80"
301034.4 "CMA1"
366588.2 "PSME1"
594491.2 "PPP2R3C"
529038.4 "HAUS4"
1409789.2 "JPH4"
1954591.4 "MYH7"
409218.2 "CEBPE"
1358538.2 "SLC7A8"
1050170.6 "OSGEP"
789584 "SLC22A17"
1304182.8 "RNF31"
1704806.6 "SCFD1"
1848594 "G2E3"
3041866 "HECTD1"
1440390.2 "HNRNPC"
1310573.2 "RPGRIP1"
1430147.6 "SUPT16H"
1513096.2 "TOX4"
475024.2 "GEMIN2"
885113.8 "TGM1"
1151222.8 "TINF2"
995346.8 "DAZL"
772311.2 "TBL1Y"
2191264.6 "SEMA6A"
3333870.4 "TRPM7"
2584732.4 "TYRO3"
1263451.4 "WDR76"
2067921.6 "CAPN3"
795557 "SNAP23"
1302034.4 "TBX15"
1022291 "PHGDH"
810342.4 "COL9A3"
991708.6 "EZR"
503793.8 "MYL6"
4407336.4 "AGO1"
4407336.4 "AGO1"
562402.6 "TEKT2"
2742028.4 "CLSPN"
2346846.6 "RFFL"
1408526.4 "UNC13D"
948498.4 "MFSD11"
1541554.6 "DPYSL2"
1883175.6 "TGFB2"
1878269.8 "GPATCH2"
1655501.2 "NUP50"
667611.4 "CDC45"
1003908.8 "COMT"
1714450.6 "ADA2"
1218958 "VNN3P"
831595 "ECHDC1"
1149925 "LRRFIP2"
2037081 "SEC22C"
1176495.4 "XYLB"
1866839.4 "HDAC6"
1925978.8 "OR1I1"
1145628.2 "GABRP"
519853 "KRT31"
1467131.8 "CDC6"
870036.2 "UPRT"
1006139.6 "CDC23"
861793 "AAAS"
3697952.2 "CBX5"
1671127 "FMO2"
1902457.2 "SUCO"
2539273.6 "MSH2"
2260413.2 "MAP3K1"
433351 "DHPS"
844481.6 "HOOK2"
1597809.4 "NXPE1"
1295585.6 "ARCN1"
1892847.2 "EPB41L4B"
1266763.2 "TMEM38B"
1083199.2 "PSMD5"
1611770 "PTGS1"
1827663.8 "NUP188"
1435141.2 "CRAT"
981470.2 "SH2D3C"
982126.2 "SH2D3C"
976334.4 "NANS"
1053039 "TBC1D2"
1310188 "WHRN"
1081334.6 "PDE6C"
865852.8 "CWF19L1"
1495057.2 "SEMA4G"
2687900.2 "BTAF1"
1454434.4 "IKZF5"
1398328.8 "BLNK"
2178740.8 "TLL2"
722900 "CYP26A1"
2616314.8 "TDRD1"
2359219.6 "SORBS1"
866335.6 "CRTAC1"
606537.8 "BAMBI"
765954.6 "IL11"
1811122.8 "MYO3A"
1899048.8 "WAC"
919793.4 "CREM"
721976 "NUBP2"
502618.6 "TPSD1"
421591.4 "SMIM24"
2908975.6 "HIVEP1"
325932.4 "TREM2"
408750.4 "KCNK16"
706988 "CRISP3"
2370797.8 "FKBP5"
1528501.4 "SRPK1"
1945615.4 "BRPF3"
374931.6 "MRPS18A"
439496.2 "PGC"
316761.6 "TMEM14A"
2194171.8 "EFHC1"
369535.8 "NCR2"
862571.8 "HSP90AB1"
180684.6 "MLN"
2008217.2 "CDC5L"
3181918 "ITPR3"
1071358.6 "ZNF184"
3133588.4 "DSP"
1321503.4 "SIRT1"
1082239.2 "HNRNPH3"
1712092 "IFT74"
2255314.6 "JAK2"
934911.2 "IL12RB1"
2163281.8 "ABL1"
584662.6 "ACOT7"
2070467.2 "SH3GLB1"
1064414.6 "CDC7"
1986203.8 "SYDE2"
3292500.2 "PCSK5"
1682867 "SCD"
529389.6 "TMED1"
2427280 "ABLIM1"
1726052.4 "ERMP1"
2350830.8 "RAB18"
1889189.4 "NRP1"
331652.6 "HSD17B7P2"
622687.8 "PRTFDC1"
1696510.8 "PALMD"
547942.6 "TSPAN15"
1249511.6 "MACROH2A2"
1498889.4 "WASHC2A"
2003772.8 "MAST3"
1046518.2 "MZF1"
477061 "OCEL1"
2462649.6 "MYO9B"
1849106.2 "KCNK6"
1217719 "CATSPERG"
817229.8 "PSMD8"
1451983 "FBXL19"
1502488.8 "STX1B"
707656 "HSD3B7"
1927241.2 "SETD1A"
779189.8 "BCL7C"
516859.4 "MAGEB2"
778926.8 "EFNA2"
1136671.6 "CIRBP"
510599.4 "ATP5F1D"
1374019.2 "CBARP"
2893417.8 "PCDH11Y"
296623.2 "AMELY"
2320449.6 "PRKY"
687384.2 "IGFALS"
834136.6 "HNRNPM"
535130.4 "MARCHF2"
173405 "NDUFB7"
930218.8 "TECR"
537072.8 "TIMM13"
457840.6 "CDC34"
2424743.4 "MTAP"
931944 "MISP"
2170695.4 "CEP170B"
919788.8 "POLR2E"
1218121.2 "POLRMT"
