"Gene" "Cannonical" "Length" "Cromo"
"RAPH1" 1 9699 "2"
"HIVEP2" 1 9697 "6"
"DSP" 1 9697 "6"
"LAMA2" 1 9696 "6"
"SF3B3" 1 9692 "16"
"IRGQ" 1 9686 "19"
"PAPPA2" 1 9683 "1"
"SCIN" 1 9682 "7"
"LINC02210" 1 9678 "17"
"ZFYVE26" 1 9674 "14"
"ATP8A2" 1 9672 "13"
"PDZD8" 1 9672 "10"
"SSR1" 1 9661 "6"
"MAP2" 1 9650 "2"
"SLC7A11" 1 9645 "4"
"LAMA1" 1 9642 "18"
"UNC5C" 1 9642 "4"
"MARCHF6" 1 9641 "5"
"TPR" 1 9636 "1"
"SHANK1" 1 9636 "19"
"IL16" 1 9634 "15"
"PHACTR2" 1 9633 "6"
"HRNR" 1 9629 "1"
"TNKS" 1 9622 "8"
"SIK2" 1 9622 "11"
"ADAMTS5" 1 9621 "21"
"FAM30A" 1 9612 "HSCHR14_3_CTG1"
"TET1" 1 9612 "10"
"STK24" 1 9605 "13"
"TRMT9B" 1 9599 "HG76_PATCH"
"AQR" 1 9597 "15"
"MRRF" 1 9594 "9"
"TET2" 1 9589 "4"
"ARHGAP5" 1 9589 "14"
"ANKRD33B" 1 9586 "5"
"MYO5B" 1 9583 "18"
"RORB" 1 9581 "9"
"SCO1" 1 9577 "17"
"MCTS1" 1 9577 "X"
"NOTCH1" 1 9568 "9"
"BLTP3A" 1 9567 "6"
"SESN3" 1 9563 "11"
"IKZF2" 1 9562 "2"
"ALDH2" 1 9561 "12"
"OR6C74" 1 9556 "12"
"PGGT1B" 1 9550 "5"
"RALGAPA2" 1 9545 "20"
"UBA6" 1 9540 "4"
"FEM1A" 1 9540 "19"
"FIGN" 1 9537 "2"
"AFF4" 1 9536 "5"
"RICTOR" 1 9533 "5"
"DSEL" 1 9531 "HSCHR18_2_CTG2"
"CDK13" 1 9525 "7"
"KAT7" 1 9514 "17"
"ZNF148" 1 9514 "3"
"ADAM22" 1 9508 "7"
"DENND5B" 1 9506 "12"
"HYCC2" 1 9503 "2"
"JPH2" 1 9502 "20"
"GRIK3" 1 9491 "1"
"WDR33" 1 9490 "2"
"SSH2" 1 9484 "17"
"CADM2" 1 9480 "3"
"INSR" 1 9463 "19"
"ZSCAN20" 1 9456 "1"
"CNTNAP2" 1 9454 "7"
"HECW1" 1 9453 "7"
"MICAL3" 1 9447 "22"
"RALGAPA1" 1 9447 "14"
"ROCK1" 1 9446 "18"
"HECTD1" 1 9445 "14"
"FLNB" 1 9441 "3"
"N4BP2L2" 1 9440 "13"
"TTF2" 1 9439 "1"
"EMC10" 1 9439 "19"
"CALN1" 1 9424 "7"
"DNMT3A" 1 9421 "2"
"CCSER1" 1 9420 "4"
"BICD1" 1 9419 "12"
"CPEB4" 1 9418 "5"
"TRIM38" 1 9418 "6"
"TEAD1" 1 9417 "11"
"LSAMP" 1 9416 "3"
"PIK3C3" 1 9415 "18"
"ERCC8" 1 9414 "5"
"CELF2" 1 9406 "10"
"ZKSCAN1" 1 9403 "7"
"TRIM67" 1 9389 "1"
"SKP1" 1 9386 "5"
"QKI" 1 9384 "6"
"SGCD" 1 9383 "5"
"ALG14" 1 9375 "1"
"THSD4" 1 9373 "15"
"CPD" 1 9372 "17"
"WDFY2" 1 9369 "13"
"CACNA1D" 1 9369 "3"
"ACACB" 1 9368 "12"
"PCDH15" 1 9366 "10"
"ZNF618" 1 9363 "9"
"PTPRG" 1 9357 "3"
"PRKAA2" 1 9355 "1"
"CHD2" 1 9350 "15"
"GREB1L" 1 9344 "18"
"ZNF605" 1 9342 "12"
"LINC00951" 1 9338 "6"
"PDE10A" 1 9334 "6"
"KIF21B" 1 9334 "1"
"RAB3IP" 1 9333 "12"
"JCAD" 1 9324 "10"
"OPRD1" 1 9317 "1"
"CDH8" 1 9316 "16"
"BCAT1" 1 9314 "12"
"ANKFN1" 1 9314 "17"
"PLXNA1" 1 9309 "3"
"COBLL1" 1 9309 "2"
"ERC1" 1 9308 "12"
"ARHGAP31" 1 9307 "3"
"PDE11A" 1 9305 "2"
"SOX6" 1 9304 "11"
"ANKRD11" 1 9301 "16"
"ABCA12" 1 9298 "2"
"ZFHX2" 1 9296 "14"
"KDM5B" 1 9292 "1"
"FGD6" 1 9291 "12"
"STXBP5L" 1 9291 "3"
"ADD2" 1 9290 "2"
"ARHGAP35" 1 9290 "19"
"STXBP5" 1 9290 "6"
"MALT1" 1 9289 "18"
"GLG1" 1 9287 "16"
"TFCP2L1" 1 9287 "2"
"CCDC127" 1 9283 "5"
"GPRIN2" 1 9279 "10"
"GRK3" 1 9277 "22"
"QSOX1" 1 9276 "1"
"GDF7" 1 9267 "2"
"SLC33A1" 1 9266 "3"
"KNL1" 1 9266 "15"
"ZEB2" 1 9265 "2"
"NALF1" 1 9264 "13"
"AFF1" 1 9261 "4"
"PIK3CA" 1 9259 "3"
"RFX3" 1 9258 "9"
"RUBCN" 1 9255 "3"
"MINDY2" 1 9250 "15"
"NPFFR1" 1 9249 "10"
"KCNQ2" 1 9247 "20"
"LRRK2" 1 9239 "12"
"PURB" 1 9232 "7"
"MAP4" 1 9232 "3"
"COL7A1" 1 9231 "3"
"NFIA" 1 9229 "1"
"ARHGAP26" 1 9226 "5"
"A1CF" 1 9221 "10"
"KDM7A" 1 9220 "7"
"BACH2" 1 9215 "6"
"VLDLR" 1 9213 "9"
"TTLL11" 1 9206 "9"
"CYB5R4" 1 9205 "6"
"GUCY1A1" 1 9205 "4"
"CCDC141" 1 9205 "2"
"DIAPH2" 1 9203 "X"
"HEG1" 1 9195 "3"
"UNC79" 1 9187 "14"
"CHRM3" 1 9179 "1"
"GAPVD1" 1 9176 "9"
"MGAM" 1 9172 "7"
"GPR179" 1 9165 "17"
"GFRA1" 1 9161 "10"
"FLNC" 1 9159 "7"
"JAKMIP2" 1 9153 "5"
"MACC1" 1 9153 "7"
"KAT6A" 1 9153 "8"
"ZNF852" 1 9151 "3"
"TMOD2" 1 9150 "15"
"UNC5D" 1 9149 "8"
"ULK2" 1 9149 "17"
"PRDM6" 1 9147 "5"
"H6PD" 1 9147 "1"
"VWA5B1" 1 9143 "1"
"FBXW2" 1 9142 "9"
"RNF115" 1 9135 "1"
"F5" 1 9132 "1"
"KIF1A" 1 9131 "2"
"PAK3" 1 9126 "X"
"FLG2" 1 9124 "1"
"ZDHHC21" 1 9121 "9"
"ZNF8" 1 9110 "19"
"FBN3" 1 9108 "19"
"PKD1L1" 1 9105 "7"
"SCN3A" 1 9102 "2"
"JRK" 1 9097 "8"
"KLF8" 1 9096 "X"
"JMY" 1 9096 "5"
"PAQR9" 1 9090 "3"
"PEX5L" 1 9089 "3"
"ZNF208" 1 9088 "19"
"ATP11A" 1 9086 "13"
"DCX" 1 9086 "X"
"KIF6" 1 9085 "6"
"ZNF117" 1 9084 "7"
"ITPR3" 1 9079 "6"
"CDS2" 1 9076 "20"
"DOCK3" 1 9069 "3"
"NT5C1A" 1 9068 "1"
"DOK6" 1 9057 "18"
"HIVEP1" 1 9053 "6"
"FBXO30" 1 9051 "6"
"NHS" 1 9044 "X"
"SRRM2" 1 9044 "16"
"GNAI3" 1 9044 "1"
"TMEM65" 1 9038 "8"
"NRXN1" 1 9038 "2"
"F8" 1 9032 "X"
"CD109" 1 9031 "6"
"ARFGEF2" 1 9031 "20"
"UTP20" 1 9031 "12"
"ME2" 1 9031 "18"
"IL6ST" 1 9027 "5"
"PCDH11X" 1 9022 "X"
"SEC16A" 1 9018 "9"
"ROBO2" 1 9018 "3"
"BBX" 1 9009 "3"
"ZNF609" 1 9006 "15"
"SH3BP2" 1 9006 "4"
"SOX11" 1 9002 "2"
"ERCC6" 1 9001 "10"
"NCOR2" 1 9001 "12"
"SLCO5A1" 1 8991 "8"
"PAWR" 1 8991 "12"
"WDR87" 1 8990 "19"
"MTMR3" 1 8987 "22"
"WIZ" 1 8987 "19"
"AMOTL1" 1 8980 "11"
"NCKAP1L" 1 8980 "12"
"TMEM135" 1 8980 "11"
"ITGB8" 1 8974 "7"
"LMTK2" 1 8974 "7"
"COL6A5" 1 8969 "3"
"TDRD6" 1 8967 "6"
"PRKCA" 1 8964 "17"
"RC3H2" 1 8964 "9"
"ATP2B2" 1 8964 "3"
"ZNF736" 1 8961 "7"
"ACAN" 1 8960 "15"
"OTOG" 1 8956 "11"
"ARHGAP29" 1 8952 "1"
"KPNA4" 1 8952 "3"
"USP49" 1 8940 "6"
"BAZ2A" 1 8938 "12"
"GOLGA3" 1 8938 "12"
"ZMAT3" 1 8936 "3"
"GNB5" 1 8934 "15"
"SPRY3" 1 8931 "X"
"NEBL" 1 8925 "10"
"SRGAP3" 1 8923 "3"
"OTUD7B" 1 8922 "1"
"SPTBN4" 1 8910 "19"
"SOS1" 1 8906 "2"
"PLD5" 1 8900 "1"
"APBB2" 1 8899 "4"
"TMEM170B" 1 8891 "6"
"DYRK2" 1 8888 "12"
"AHCTF1" 1 8887 "1"
"GPR180" 1 8884 "13"
"UNC13C" 1 8880 "15"
"HCFC1" 1 8876 "X"
"USP6" 1 8870 "17"
"SSBP2" 1 8865 "5"
"WWC2" 1 8862 "4"
"RAB3C" 1 8861 "5"
"PYGO1" 1 8861 "15"
"ACVR1C" 1 8853 "2"
"CACNG8" 1 8850 "19"
"TMTC1" 1 8846 "12"
"FAM241A" 1 8844 "4"
"NBEAL2" 1 8842 "3"
"DENND4A" 1 8837 "15"
"SMCHD1" 1 8833 "18"
"CASK" 1 8833 "X"
"VWF" 1 8830 "12"
"ATF7IP" 1 8823 "12"
"GDAP2" 1 8819 "1"
"GABPB2" 1 8807 "1"
"MRTFB" 1 8804 "16"
"GDF11" 1 8801 "12"
"ANKRD50" 1 8798 "4"
"GFOD1" 1 8796 "6"
"IGF2BP1" 1 8796 "17"
"PDE12" 1 8780 "3"
"EP300" 1 8779 "22"
"SCN2A" 1 8776 "2"
"ZC3H12C" 1 8776 "11"
"PCDH7" 1 8773 "4"
"SMAD4" 1 8772 "18"
"CNOT6L" 1 8772 "4"
"FKBP15" 1 8766 "9"
"JMJD1C" 1 8758 "10"
"POLQ" 1 8757 "3"
"FAM106A" 1 8757 "17"
"PEG3" 1 8754 "19"
"ZNF714" 1 8752 "19"
"ATRNL1" 1 8746 "10"
"RNF152" 1 8745 "18"
"KIF13B" 1 8743 "8"
"INPP4B" 1 8743 "4"
"COL19A1" 1 8740 "6"
"SLITRK4" 1 8736 "X"
"CIT" 1 8736 "12"
"MAPK10" 1 8735 "4"
"NOTCH2NLC" 1 8729 "1"
"UBE3A" 1 8728 "15"
"MTOR" 1 8721 "1"
"HNRNPA0" 1 8713 "5"
"LDLRAD4" 1 8710 "18"
"DIP2B" 1 8705 "12"
"PAX5" 1 8704 "9"
"TRIM71" 1 8704 "HG2077_PATCH"
"TECPR2" 1 8704 "14"
"ZBTB40" 1 8701 "1"
"ZAN" 1 8700 "7"
"TASOR2" 1 8699 "10"
"PRDM16" 1 8698 "1"
"IL17RD" 1 8698 "3"
"GLRA3" 1 8697 "4"
"ATP2B4" 1 8697 "1"
"MIRLET7IHG" 1 8693 "12"
"COL6A6" 1 8689 "3"
"ZNF780B" 1 8687 "HG2021_PATCH"
"CCDC144A" 1 8686 "17"
"GNL3L" 1 8684 "X"
"OR4K2" 1 8681 "HG2526_HG2573_PATCH"
"OR2A5" 1 8681 "7"
"ANKRD52" 1 8681 "12"
"GCN1" 1 8681 "12"
"NOTCH3" 1 8680 "19"
"ZNF516" 1 8678 "18"
"AGFG1" 1 8677 "2"
"CADM1" 1 8675 "11"
"VANGL1" 1 8671 "1"
"ABCC9" 1 8668 "12"
"NTRK2" 1 8666 "9"
"PLCG2" 1 8666 "16"
"GFPT1" 1 8665 "2"
"PTCH1" 1 8662 "9"
"OR2AT4" 1 8661 "11"
"B4GALNT2" 1 8657 "17"
"NLN" 1 8652 "5"
"PCM1" 1 8652 "8"
"ATRN" 1 8651 "20"
"RAB22A" 1 8651 "20"
"HSBP1" 1 8649 "16"
"CACNA1A" 1 8647 "19"
"MYO1E" 1 8644 "15"
"ZNF37BP" 1 8637 "10"
"RABGAP1L" 1 8634 "1"
"NEDD4L" 1 8633 "18"
"RALGAPB" 1 8633 "20"
"GMPS" 1 8631 "3"
"CCDC50" 1 8629 "3"
"PARVA" 1 8627 "11"
"BEND4" 1 8627 "4"
"RREB1" 1 8625 "6"
"TLN1" 1 8623 "9"
"IYD" 1 8622 "6"
"PATJ" 1 8621 "1"
"P2RY2" 1 8619 "11"
"RELCH" 1 8617 "18"
"PDE4DIP" 1 8617 "1"
"AMZ1" 1 8615 "7"
"MYO6" 1 8615 "6"
"RNASET2" 1 8614 "6"
"GTF3C4" 1 8612 "9"
"OR5A1" 1 8612 "11"
"DGKE" 1 8608 "17"
"CACNA1G" 1 8602 "17"
"EMICERI" 1 8600 "9"
"TSC1" 1 8598 "9"
"ARID2" 1 8598 "12"
"ZBTB41" 1 8595 "1"
"ARID1A" 1 8595 "1"
"MAN1A2" 1 8576 "1"
"NFIB" 1 8576 "9"
"MMS22L" 1 8574 "6"
"ADAMTS12" 1 8572 "5"
"ZNF585A" 1 8572 "19"
"DSCAM" 1 8571 "21"
"RAB11FIP4" 1 8571 "17"
"NXPE3" 1 8568 "3"
"BACE2" 1 8567 "21"
"IL17RA" 1 8566 "22"
"MYOCD" 1 8565 "17"
"IGSF10" 1 8562 "3"
"KIAA0586" 1 8558 "14"
"XIAP" 1 8558 "X"
"ZNF740" 1 8557 "12"
"SETD1B" 1 8557 "12"
"GREB1" 1 8555 "2"
"PCDH11Y" 1 8550 "Y"
"PDPR" 1 8549 "16"
"PTPN13" 1 8548 "4"
"ENTPD7" 1 8548 "10"
"ERBIN" 1 8544 "5"
"ZNF678" 1 8543 "1"
"CENPE" 1 8541 "4"
"SETD2" 1 8541 "3"
"CYLD" 1 8540 "16"
"CDH6" 1 8540 "5"
"CREB5" 1 8539 "7"
"HS6ST3" 1 8536 "13"
"MYO18B" 1 8534 "22"
"RBM12B" 1 8530 "8"
"BTBD9" 1 8530 "6"
"BCL11B" 1 8528 "14"
"UHMK1" 1 8524 "1"
"GABRA2" 1 8520 "4"
"SCN5A" 1 8516 "3"
"PTEN" 1 8515 "10"
"FYCO1" 1 8514 "3"
"CLSPN" 1 8512 "1"
"PCDH10" 1 8510 "4"
"OR2C3" 1 8509 "1"
"FLNA" 1 8507 "X"
"ZNF555" 1 8504 "19"
"TNC" 1 8500 "9"
"ZBTB16" 1 8494 "11"
"ATP7A" 1 8492 "X"
"OGFRL1" 1 8492 "6"
"PARD3B" 1 8492 "2"
"TNRC6A" 1 8491 "16"
"TNPO1" 1 8489 "5"
"TRIM24" 1 8488 "7"
"RBMS2" 1 8488 "12"
"KMT2B" 1 8485 "19"
"XPR1" 1 8484 "1"
"RASGRF2" 1 8482 "5"
"UTP25" 1 8481 "1"
"DIDO1" 1 8479 "20"
"ZNF727" 1 8478 "7"
"PGM2L1" 1 8477 "11"
"ADARB2" 1 8475 "10"
"PROX1" 1 8468 "1"
"CHD8" 1 8467 "14"
"AKAP12" 1 8466 "6"
"RPS6KA6" 1 8465 "X"
"FGD4" 1 8465 "12"
"FASN" 1 8464 "17"
"HDAC4" 1 8461 "2"
"LTBP2" 1 8460 "14"
"UQCRB" 1 8459 "8"
"HEATR1" 1 8459 "1"
"TG" 1 8455 "8"
"SPATA13" 1 8454 "13"
"FRMPD4" 1 8453 "X"
"ROS1" 1 8451 "6"
"RBMS3" 1 8449 "3"
"OR56A1" 1 8448 "11"
"MGAT1" 1 8445 "5"
"BTBD7" 1 8445 "14"
"COL5A1" 1 8442 "9"
"TENT4B" 1 8440 "16"
"EML6" 1 8436 "2"
"ELP2" 1 8432 "18"
"SRRM4" 1 8431 "12"
"NCOA2" 1 8430 "8"
"SIM1" 1 8428 "6"
"PIK3C2A" 1 8428 "11"
"CDYL2" 1 8427 "16"
"SPRING1" 1 8426 "12"
"ABHD2" 1 8424 "15"
"SLITRK2" 1 8421 "X"
"ANTXR2" 1 8419 "4"
"NR2C2" 1 8419 "3"
"DNAL1" 1 8417 "14"
"LUZP1" 1 8412 "1"
"CNOT1" 1 8411 "16"
"KCNJ15" 1 8407 "21"
"AMER1" 1 8407 "X"
"GLI3" 1 8405 "7"
"NOX5" 1 8405 "15"
"TRIM72" 1 8402 "16"
"RAP2B" 1 8402 "3"
"TRPC3" 1 8401 "4"
"SLFN13" 1 8398 "17"
"DCLK1" 1 8394 "13"
"SNED1" 1 8394 "2"
"SON" 1 8393 "21"
"ACSS3" 1 8391 "12"
"FN1" 1 8390 "2"
"MLXIP" 1 8390 "12"
"ZNF621" 1 8389 "3"
"MGAT4A" 1 8388 "2"
"TALAM1" 1 8388 "11"
"TMC6" 1 8387 "17"
"LIG3" 1 8382 "17"
"POU5F2" 1 8381 "5"
"UBE2W" 1 8379 "8"
"CHST6" 1 8370 "16"
"ELFN2" 1 8370 "22"
"CLTC" 1 8369 "17"
"TRIM33" 1 8369 "1"
"POLH" 1 8368 "6"
"DENND1B" 1 8365 "1"
"KLF7" 1 8365 "2"
"BTAF1" 1 8361 "10"
"NDUFA9" 1 8356 "12"
"NOTCH2NLA" 1 8356 "1"
"DOCK4" 1 8353 "7"
"ZNF737" 1 8352 "19"
"IMPG2" 1 8352 "3"
"RAPGEF6" 1 8350 "5"
"PALS2" 1 8346 "7"
"EPHA5" 1 8345 "4"
"ZNF518A" 1 8345 "10"
"ROCK2" 1 8345 "2"
"FXR1" 1 8343 "3"
"ZNF382" 1 8336 "19"
"MGAT5" 1 8332 "2"
"NEK10" 1 8332 "3"
"GRAMD1B" 1 8330 "11"
"IRAK3" 1 8328 "12"
"TOR1AIP2" 1 8319 "1"
"PHLPP2" 1 8317 "16"
"NYAP2" 1 8316 "2"
"KAT6B" 1 8314 "10"
"CAMTA1" 1 8314 "1"
"SVIL" 1 8306 "10"
"PCDH17" 1 8300 "13"
"CIC" 1 8299 "19"
"SMCR8" 1 8297 "HSCHR17_3_CTG1"
"ATP2A2" 1 8295 "12"
"MCC" 1 8295 "5"
"MUSK" 1 8294 "9"
"CENPP" 1 8293 "HG1012_PATCH"
"ANK1" 1 8292 "8"
"RO60" 1 8291 "1"
"ZNF577" 1 8291 "19"
"CSPG4" 1 8290 "15"
"CDK12" 1 8287 "17"
"OR8D1" 1 8286 "11"
"LMCD1" 1 8284 "3"
"NEK9" 1 8278 "14"
"HACD4" 1 8277 "9"
"SPAG9" 1 8276 "17"
"HLCS" 1 8273 "21"
"RAD50" 1 8272 "5"
"ATP8A1" 1 8270 "4"
"FBXL18" 1 8270 "7"
"GAS7" 1 8269 "17"
"ZC3H12B" 1 8269 "X"
"CDON" 1 8265 "11"
"CFAP46" 1 8263 "10"
"SYTL2" 1 8263 "11"
"PTPRQ" 1 8261 "12"
"SOCS7" 1 8258 "17"
"SPECC1" 1 8255 "17"
"ABCA5" 1 8252 "17"
"TRPM6" 1 8252 "9"
"ANKHD1-EIF4EBP3" 1 8246 "5"
"EXT1" 1 8243 "8"
"STAB2" 1 8243 "12"
"IL31RA" 1 8239 "5"
"NUP93" 1 8234 "16"
"TMOD3" 1 8232 "15"
"PPM1A" 1 8231 "14"
"SYNRG" 1 8229 "HSCHR17_7_CTG4"
"EXTL3" 1 8221 "8"
"CACNA1H" 1 8219 "16"
"SNX1" 1 8214 "15"
"LEPR" 1 8211 "1"
"ZNF318" 1 8210 "6"
"TIGAR" 1 8209 "12"
"ANKH" 1 8207 "5"
"CD84" 1 8204 "1"
"SLC30A7" 1 8204 "1"
"HIPK1" 1 8201 "1"
"LONP2" 1 8195 "16"
"ANKHD1" 1 8195 "5"
"YLPM1" 1 8195 "14"
"SLC22A25" 1 8192 "11"
"ZNF592" 1 8187 "15"
"RPRD2" 1 8186 "1"
"RAB11FIP1" 1 8185 "8"
"BRIP1" 1 8182 "17"
"TBL1XR1" 1 8182 "3"
"TASOR" 1 8177 "3"
"SNX29" 1 8173 "16"
"ARHGEF17" 1 8163 "11"
"PDE4D" 1 8160 "5"
"ATR" 1 8158 "3"
"IRS2" 1 8156 "13"
"ARHGAP42" 1 8156 "11"
"FRRS1L" 1 8155 "9"
"LRP4" 1 8155 "11"
"PSMF1" 1 8154 "20"
"CMTM4" 1 8153 "16"
"TDRD1" 1 8149 "10"
"TNFRSF11A" 1 8148 "18"
"CHD1" 1 8145 "5"
"BAZ2B" 1 8145 "2"
"ZYG11B" 1 8143 "1"
"DENND4C" 1 8143 "9"
"CLASP1" 1 8141 "2"
"KCNH1" 1 8140 "1"
"MED1" 1 8137 "17"
"SLC43A2" 1 8133 "17"
"CELF1" 1 8132 "11"
"DYRK3" 1 8128 "1"
"MIA3" 1 8126 "1"
"KIAA0408" 1 8123 "6"
"NOVA2" 1 8122 "19"
"ZNF37A" 1 8119 "10"
"AFG2A" 1 8116 "4"
"LMBRD2" 1 8116 "5"
"SEMA3A" 1 8113 "7"
"ATAD2B" 1 8112 "2"
"ASCC3" 1 8111 "6"
"ABCA2" 1 8103 "9"
"LRRC9" 1 8103 "14"
"PTPRZ1" 1 8103 "7"
"RAPGEF2" 1 8101 "4"
"CASTOR2" 1 8100 "7"
"COLCA1" 1 8098 "11"
"SLC38A1" 1 8097 "12"
"ELP4" 1 8093 "11"
"PIEZO1" 1 8089 "16"
"EPM2AIP1" 1 8089 "3"
"CAMK1D" 1 8088 "10"
"CSNK1G1" 1 8085 "15"
"ZCCHC14" 1 8079 "16"
"SLC4A7" 1 8079 "3"
"SLC12A6" 1 8072 "15"
"ZNF407" 1 8071 "18"
"PWWP4" 1 8071 "X"
"NUP155" 1 8068 "5"
"WDR12" 1 8068 "2"
"NRK" 1 8066 "X"
"SELENOI" 1 8066 "2"
"FBXL4" 1 8058 "6"
"SFMBT2" 1 8056 "10"
"FAM120C" 1 8056 "X"
"SLC26A2" 1 8054 "5"
"SLIT2" 1 8053 "4"
"PLEKHG2" 1 8048 "19"
"COL20A1" 1 8045 "20"
"PCDH10-DT" 1 8044 "4"
"NCAM2" 1 8041 "21"
"TCF4" 1 8041 "18"
"USP13" 1 8038 "3"
"COL4A3" 1 8038 "2"
"NUDCD3" 1 8036 "7"
"ASH1L-AS1" 1 8036 "1"
"SPTLC2" 1 8034 "14"
"MYLK3" 1 8033 "16"
"GPR101" 1 8032 "X"
"TYRO3" 1 8032 "15"
"FNDC3B" 1 8031 "3"
"NFIC" 1 8029 "19"
"ZC3H13" 1 8024 "13"
"USP37" 1 8022 "2"
"FOXN3" 1 8021 "14"
"PANK2" 1 8020 "20"
"NHEJ1" 1 8020 "2"
"SBF1" 1 8019 "22"
"CAMSAP1" 1 8018 "9"
"SPTA1" 1 8018 "1"
"CAMSAP2" 1 8017 "1"
"CEP295" 1 8014 "11"
"RP1L1" 1 8014 "8"
"ZBTB38" 1 8014 "3"
"BMP2K" 1 8012 "4"
"NDST1" 1 8011 "5"
"PRKCB" 1 8010 "16"
"DSTYK" 1 8010 "1"
"COL14A1" 1 8009 "8"
"UBR3" 1 8009 "2"
"HIP1" 1 8009 "7"
"RERE" 1 8009 "1"
"MCPH1" 1 8008 "8"
"SIPA1L3" 1 8004 "19"
"SNX33" 1 8002 "15"
"MXRA5Y" 1 8000 "Y"
"ZNF546" 1 8000 "HG2021_PATCH"
"TMEM245" 1 7999 "9"
"GRM5" 1 7996 "11"
"MED14" 1 7996 "X"
"PBRM1" 1 7991 "3"
"RPS6KA3" 1 7987 "X"
"KCNA1" 1 7985 "12"
"ZNF347" 1 7984 "19"
"RIMS1" 1 7984 "6"
"DMBT1" 1 7984 "10"
"TTLL7" 1 7980 "1"
"PIAS1" 1 7980 "15"
"ADCY9" 1 7980 "16"
"TRPC4" 1 7979 "13"
"REPS2" 1 7978 "X"
"BDH1" 1 7976 "HSCHR3_2_CTG3"
"CARF" 1 7974 "2"
"PCDHB1" 1 7973 "HG2308_PATCH"
"CRAMP1" 1 7972 "16"
"LRRC27" 1 7971 "10"
"MAP4K4" 1 7970 "2"
"CD34" 1 7969 "1"
"OTULIN" 1 7969 "5"
"ZNF423" 1 7968 "16"
"NUDCD2" 1 7967 "5"
"SLIT1" 1 7964 "10"
"NCOA3" 1 7961 "20"
"TBCK" 1 7961 "4"
"ICA1L" 1 7961 "2"
"CEP192" 1 7960 "18"
"DLG2" 1 7959 "11"
"KIF2A" 1 7958 "5"
"DOP1A" 1 7957 "6"
"SIPA1L1" 1 7952 "14"
"LMBR1" 1 7950 "7"
"COPG2IT1" 1 7947 "7"
"CACNB4" 1 7944 "2"
"ADAM12" 1 7941 "10"
"C2CD3" 1 7939 "11"
"XPNPEP3" 1 7938 "22"
"MTF1" 1 7937 "1"
"PIGN" 1 7936 "18"
"RPGRIP1L" 1 7935 "16"
"SHOX" 1 7934 "Y"
"CASZ1" 1 7934 "1"
"RGS17" 1 7932 "6"
"USP46" 1 7932 "4"
"MTX3" 1 7931 "5"
"ICE1" 1 7930 "5"
"LAMC1" 1 7929 "1"
"STAB1" 1 7928 "3"
"AGPAT4" 1 7923 "6"
"ST3GAL2" 1 7920 "16"
"SEL1L" 1 7919 "14"
"LRRC58" 1 7918 "3"
"KIF1C" 1 7917 "17"
"EPIC1" 1 7916 "22"
"CNTN2" 1 7916 "1"
"DCAF10" 1 7906 "9"
"MGAM2" 1 7903 "7"
"CIMIP5" 1 7902 "2"
"NBPF9" 1 7899 "1"
"ATXN1L" 1 7896 "16"
"ERN1" 1 7895 "17"
"UBR2" 1 7891 "6"
"DIP2C" 1 7885 "10"
"TRAF6" 1 7885 "11"
"RBBP4" 1 7883 "1"
"ARMC9" 1 7879 "2"
"CDH13" 1 7876 "16"
"SPTAN1" 1 7875 "9"
"SYN3" 1 7867 "22"
"LHX9" 1 7865 "1"
"ATP9A" 1 7862 "20"
"ZNF99" 1 7861 "19"
"ITGA9" 1 7860 "3"
"OR5AS1" 1 7860 "11"
"CHL1" 1 7856 "3"
"KIAA0232" 1 7854 "4"
"ADGRL1" 1 7853 "HG109_PATCH"
"MAGI1" 1 7851 "3"
"DCUN1D1" 1 7849 "3"
"PTPRJ" 1 7845 "11"
"TRERF1" 1 7844 "6"
"ITGA2" 1 7843 "5"
"TTC3" 1 7842 "21"
"RNF169" 1 7842 "11"
"PTPN9" 1 7839 "15"
"MLLT6" 1 7839 "17"
"GRIN3A" 1 7838 "9"
"RTTN" 1 7830 "18"
"NOTCH2NLB" 1 7830 "1"
"VAPB" 1 7829 "20"
"IBA57" 1 7828 "1"
"SLK" 1 7827 "10"
"MRPL19" 1 7825 "2"
"CEP290" 1 7824 "12"
"POLE" 1 7823 "12"
"SATB1" 1 7822 "3"
"MPDZ" 1 7821 "9"
"MLH3" 1 7820 "14"
"SCUBE3" 1 7819 "6"
"GIGYF2" 1 7816 "2"
"GPR161" 1 7815 "1"
"MN1" 1 7814 "22"
"COL27A1" 1 7813 "9"
"HEATR5A" 1 7811 "14"
"OPA3" 1 7811 "19"
"MIDEAS" 1 7809 "14"
"TRAF3" 1 7806 "14"
"AFDN" 1 7806 "6"
"GOLGA4" 1 7806 "3"
"SCN4A" 1 7805 "17"
"ARK2C" 1 7802 "18"
"NWD2" 1 7800 "4"
"EVI5" 1 7795 "1"
"THBS1" 1 7789 "15"
"NBPF1" 1 7786 "HG1343_HG173_HG459_PATCH"
"KMT2E" 1 7782 "7"
"CPEB3" 1 7781 "10"
"TTC34" 1 7780 "1"
"SH3PXD2B" 1 7779 "5"
"CREBRF" 1 7778 "5"
"GAB1" 1 7774 "4"
"PLEKHA8" 1 7774 "7"
"LPGAT1" 1 7773 "1"
"PEG13" 1 7773 "8"
"SPG11" 1 7772 "15"
"ADAMTSL1" 1 7771 "9"
"TACC1" 1 7770 "8"
"RRP15" 1 7765 "1"
